name;recclass;mass;fall;year;reclat;reclong
Dar al Gani 090;H5;628;Found;1995;27,1585;16,03133
Dar al Gani 091;L5/6;144;Found;1995;27,22017;16,03317
Dar al Gani 092;L6;137;Found;1995;27,23317;16,02933
Dar al Gani 093;L6;522;Found;1995;27,2705;16,04067
Dar al Gani 094;H5;385;Found;1996;27,0655;16,0875
Dar al Gani 095;L5;840;Found;1996;27,10683;16,51617
Dar al Gani 096;H5;209;Found;1996;27,1025;16,23817
Dar al Gani 097;H6;67;Found;1996;27,11433;16,145
Dar al Gani 098;H5/6;132;Found;1996;27,1135;16,143
Dar al Gani 099;H6;254;Found;1996;27,12017;16,11117
Dar al Gani 100;H6;4840;Found;1996;27,12117;16,10883
Dar al Gani 1000;Ureilite-pmict;17,92;Found;1997;27,0135;16,36583
Dar al Gani 1001;H6;132;Found;1999;27,37683;16,30233
Dar al Gani 1002;H5;370;Found;1999;27,35133;16,25367
Dar al Gani 1003;H5;236;Found;1999;27,27833;16,27717
Dar al Gani 1004;H5;287;Found;1999;27,2585;16,09233
Dar al Gani 1005;H4;477;Found;1999;27,19017;16,30833
Dar al Gani 1006;CO3;4150;Found;1999;27,203;15,90067
Dar al Gani 1007;L6;124;Found;1999;27,1585;16,45617
Dar al Gani 1008;H5;108;Found;1999;27,917;16,48767
Dar al Gani 1009;L5;85;Found;1999;27,94783;16,50983
Dar al Gani 101;H6;842;Found;1996;27,1295;16,06867
Dar al Gani 1010;Ureilite;119;Found;2000;27,04133;16,38767
Dar al Gani 1011;L5;38,05;Found;1999;27,04306;16,41167
Dar al Gani 1012;H5;14,8;Found;1999;27,15222;16,48306
Dar al Gani 1013;L4-5;20,32;Found;1999;27,15222;16,51722
Dar al Gani 1014;H5;239;Found;1999;27,57139;16,175
Dar al Gani 1015;H5;247;Found;1999;27,42639;16,27417
Dar al Gani 1016;L~6;11,65;Found;1999;27,25253;16,08372
Dar al Gani 1017;LL~6;176,78;Found;1999;27,4387;15,94838
Dar al Gani 1018;H5;181,88;Found;1999;27,63167;16,08694
Dar al Gani 1019;L5;104,1;Found;1999;27,57139;16,08333
Dar al Gani 102;H6;173;Found;1996;27,1205;16,0235
Dar al Gani 1020;H5;55,8;Found;2000;27,92472;16,9575
Dar al Gani 1021;H5;101,1;Found;2000;27,01083;16,18167
Dar al Gani 1022;LL7;33,6;Found;2001;27,08333;16,25
Dar al Gani 1023;Ureilite-pmict;149;Found;1999;27,02583;16,38783
Dar al Gani 1024;LL5;142;Found;1999;27,188;16,40233
Dar al Gani 1025;LL4;173;Found;1999;26,90633;16,6865
Dar al Gani 1026;L3;214;Found;1999;26,907;16,6815
Dar al Gani 1027;L5;137;Found;1999;27,231;16,249
Dar al Gani 1028;CO3;131;Found;2000;27,07567;16,06633
Dar al Gani 1029;LL5;68;Found;2000;27,919;16,684
Dar al Gani 103;L5;594;Found;1996;27,17017;16,0355
Dar al Gani 1030;CK4/5;10,09;Found;1998;27,22167;16,25
Dar al Gani 1031;EL4;20,15;Found;1998;27,14683;16,05017
Dar al Gani 1032;H3/4;321;Found;2000;27,035;16,38133
Dar al Gani 1033;H4;38,9;Found;1999;27,46767;16,17017
Dar al Gani 1034;LL6;232;Found;1999;27,66733;15,9505
Dar al Gani 1035;H4;36;Found;1999;27,23233;16,196
Dar al Gani 1036;Ureilite;222;Found;1999;27,03367;16,38333
Dar al Gani 1037;Martian (shergottite);4012,4;Found;1999;27,33333;16,21667
Dar al Gani 1038;L4;80;Found;1999;27,33333;16,25
Dar al Gani 1039;L6;889;Found;1999;27,33017;16,23117
Dar al Gani 104;H6;269;Found;1996;27,13533;16,052
Dar al Gani 1040;CV3;781;Found;2001;27,28133;16,40833
Dar al Gani 1041;CO3;169;Found;1998;27,08333;16,055
Dar al Gani 1042;Lunar;801;Found;1999;27,182;16,30017
Dar al Gani 1043;LL6;32,1;Found;2005;27,43333;16
Dar al Gani 1044;LL5;235;Found;2006;27,45056;16,19167
Dar al Gani 1045;L6;955;Found;2005;27,49583;16,25833
Dar al Gani 1047;Ureilite-pmict;49,8;Found;1999;27,03583;16,38528
Dar al Gani 1048;Lunar (feldsp. breccia);0,8;Found;2001;27,20167;16,31117
Dar al Gani 1049 ;H5;88;Found;2007;27,26633;16,35783
Dar al Gani 105;H6;85;Found;1996;27,13383;16,06533
Dar al Gani 1050 ;H6;265;Found;2007;28,21417;15,55083
Dar al Gani 1051;Martian (shergottite);40,1;Found;2000;27,16917;16,13533
Dar al Gani 1052;LL5;280;Found;2008;27,32833;16,21867
Dar al Gani 1053;CV3;98;Found;2006;27,24167;16,23267
Dar al Gani 1054;Ureilite;28,4;Found;1999;27,42767;16,1655
Dar al Gani 1055;Eucrite-pmict;305;Found;2007;27,38;16,469
Dar al Gani 1057;LL5;114;Found;1998;27,28;16,14783
Dar al Gani 1058;Lunar (feldsp. breccia);1815;Found;1998;27,375;16,184
Dar al Gani 1059;H6;1470;Found;2010;28,28767;15,49467
Dar al Gani 106;H6;293;Found;1996;27,13233;16,068
Dar al Gani 1060;Eucrite;310;Found;2010;26,9195;16,657
Dar al Gani 1061;Ureilite;207;Found;2010;27,23017;16,48833
Dar al Gani 1063;CV3;410,3;Found;2002;27,27417;16,40833
Dar al Gani 107;H6;1510;Found;1996;27,1345;16,08933
Dar al Gani 108;H5;221;Found;1996;27,18317;16,33083
Dar al Gani 109;LL5-6;47;Found;1996;27,16383;16,52033
Dar al Gani 110;L6;57;Found;1996;27,15;16,40633
Dar al Gani 111;H6;76;Found;1996;27,14967;16,21
Dar al Gani 112;L5/6;212;Found;1996;27,1675;16,14067
Dar al Gani 113;H5;290;Found;1996;27,1835;16,11517
Dar al Gani 114;H5;223;Found;1996;27,184;16,11183
Dar al Gani 115;H5-6;379;Found;1996;27,19567;16,10033
Dar al Gani 116;H5;615;Found;1996;27,19583;16,01317
Dar al Gani 117;H5;415;Found;1996;27,19583;16,01317
Dar al Gani 118;L5/6;1770;Found;1996;27,25483;16,00667
Dar al Gani 119;H5;287;Found;1996;27,133;16,0395
Dar al Gani 120;H5;132;Found;1996;27,11167;16,02983
Dar al Gani 121;H6;282;Found;1996;27,10467;16,01167
Dar al Gani 122;H6;182;Found;1996;27,1075;16,03583
Dar al Gani 123;H6;511;Found;1996;27,11067;16,07017
Dar al Gani 124;H6;204;Found;1996;27,1185;16,10333
Dar al Gani 125;H6;860;Found;1996;27,1205;16,11217
Dar al Gani 126;H6;90;Found;1996;27,13033;16,1565
Dar al Gani 127;H6;619;Found;1996;27,13317;16,16333
Dar al Gani 128;H5;281;Found;1996;27,15233;16,26717
Dar al Gani 129;H5;299;Found;1996;27,155;16,27883
Dar al Gani 130;L6;303;Found;1996;27,12933;16,37283
Dar al Gani 131;L6;114;Found;1996;27,1355;16,3205
Dar al Gani 132;H5;120;Found;1996;27,159;16,22
Dar al Gani 133;H6;62;Found;1996;27,16717;16,1505
Dar al Gani 134;H6;39;Found;1996;27,16983;16,14317
Dar al Gani 136;CO3;399;Found;1996;27,10133;16,0215
Dar al Gani 137;CO3;193;Found;1996;27,10383;16,0325
Dar al Gani 138;H5;454;Found;1996;27,147;16,1585
Dar al Gani 139;H5;171;Found;1996;27,1575;16,208
Dar al Gani 140;H3.9-6;263;Found;1996;27,1575;16,208
Dar al Gani 141;L5;145;Found;1996;27,19117;16,27767
Dar al Gani 142;H5/6;1225;Found;1996;27,24733;16,39733
Dar al Gani 143;H5/6;133;Found;1996;26,98333;16,506
Dar al Gani 144;H5/6;302;Found;1996;26,98133;16,50433
Dar al Gani 146;H6;837;Found;1996;27,03367;16,4055
Dar al Gani 147;H5;387;Found;1996;27,04517;16,38167
Dar al Gani 148;H5;1006;Found;1996;27,04567;16,3795
Dar al Gani 149;L3-5;116;Found;1996;27,0465;16,37267
Dar al Gani 150;H6;218;Found;1996;27,14033;16,20467
Dar al Gani 151;H5;130;Found;1996;27,185;16,1335
Dar al Gani 152;L6;118;Found;1996;27,186;16,13083
Dar al Gani 153;H6;145;Found;1996;27,18667;16,12283
Dar al Gani 154;H6;259;Found;1996;27,1915;16,115
Dar al Gani 155;H5;1380;Found;1996;27,15617;16,029
Dar al Gani 156;H6;107;Found;1996;27,111;16,02167
Dar al Gani 157;H6;63;Found;1996;27,11067;16,02583
Dar al Gani 158;H6;70;Found;1996;27,108;16,071
Dar al Gani 159;L6;326;Found;1996;27,12017;16,20833
Dar al Gani 160;H4;347;Found;1996;27,13817;16,27233
Dar al Gani 161;H5/6;120;Found;1996;27,03017;16,53683
Dar al Gani 162;LL6;89;Found;1996;27,03083;16,5215
Dar al Gani 163;H6;151;Found;1996;27,02683;16,5085
Dar al Gani 164;Ureilite-pmict;57;Found;1996;27,0505;16,40517
Dar al Gani 165;Ureilite-pmict;32;Found;1996;27,05117;16,39233
Dar al Gani 166;H5;44;Found;1996;27,16533;16,14483
Dar al Gani 167;H5-6;1732;Found;1996;27,18367;16,11583
Dar al Gani 168;L6;533;Found;1996;27,24983;16,0205
Dar al Gani 169;L6;814;Found;1996;27,63567;16,87778
Dar al Gani 170;H5-6;759;Found;1996;27,69983;15,72694
Dar al Gani 171;CO3;112;Found;1996;27,09617;16,02567
Dar al Gani 172;H6;138;Found;1996;27,102;16,02017
Dar al Gani 173;CO3;492;Found;1996;27,11167;16,01333
Dar al Gani 174;H5;452;Found;1996;27,1165;16,083
Dar al Gani 175;H5-6;1641;Found;1996;27,11783;16,08533
Dar al Gani 176;H4;158;Found;1996;27,12483;16,12083
Dar al Gani 177;LL6;133;Found;1996;27,127;16,12933
Dar al Gani 178;L6;640;Found;1996;27,141;16,16783
Dar al Gani 179;H4;72;Found;1996;27,152;16,197
Dar al Gani 180;LL3.9;1700;Found;1996;27,2645;16,40867
Dar al Gani 181;L6;113;Found;1996;27,07583;16,45333
Dar al Gani 182;L6;377;Found;1996;27,07333;16,43083
Dar al Gani 183;L6;612;Found;1996;27,07717;16,39817
Dar al Gani 184;L6;314;Found;1996;27,07733;16,217
Dar al Gani 185;LL6;172;Found;1996;27,1485;16,0945
Dar al Gani 186;CO3;599;Found;1996;27,10267;16,02833
Dar al Gani 187;L6;393;Found;1996;27,10667;16,0085
Dar al Gani 188;CO3;828;Found;1996;27,1705;15,94517
Dar al Gani 189;CO3;3370;Found;1996;27,18283;15,94233
Dar al Gani 190;CO3;2550;Found;1996;27,16467;15,943
Dar al Gani 191;CO3;1379;Found;1996;27,1615;15,95083
Dar al Gani 192;CO3;3145;Found;1996;27,12817;16,004
Dar al Gani 193;H6;115;Found;1996;27,11833;16,01017
Dar al Gani 194;CO3;581;Found;1996;27,09967;16,03467
Dar al Gani 195;H6;299;Found;1996;27,0815;16,148
Dar al Gani 196;L6;331;Found;1996;27,09133;16,289
Dar al Gani 197;H5;46;Found;1996;27,03783;16,4685
Dar al Gani 198;H6;337;Found;1996;27,04717;16,44133
Dar al Gani 199;H6;1699;Found;1996;27,058;16,40217
Dar al Gani 200;H5-6;429;Found;1996;27,0715;16,091
Dar al Gani 201;H6;129;Found;1996;27,09583;16,03683
Dar al Gani 202;H6;554;Found;1996;27,117;16,01533
Dar al Gani 203;CO3;378;Found;1996;27,1245;15,99167
Dar al Gani 204;CO3;720;Found;1996;27,15117;15,9665
Dar al Gani 205;H5-6;2195;Found;1996;27,643;15,90167
Dar al Gani 206;L6;122;Found;1996;27,62517;15,98217
Dar al Gani 207;H5-6;66;Found;1996;27,624;16,05117
Dar al Gani 208;H5-6;113;Found;1996;27,62467;16,0545
Dar al Gani 209;L6;184;Found;1996;27,62417;16,05983
Dar al Gani 210;L6;182;Found;1996;27,62433;16,06233
Dar al Gani 211;H6;505;Found;1996;27,54733;16,3655
Dar al Gani 212;H6;147;Found;1996;27,6315;16,03333
Dar al Gani 213;H6;136;Found;1996;27,12033;16,063
Dar al Gani 214;H6;231;Found;1996;27,12133;16,0685
Dar al Gani 215;H6;3600;Found;1996;27,1275;16,104
Dar al Gani 216;L3;95;Found;1996;27,126;16,1065
Dar al Gani 217;H6;3550;Found;1996;27,13083;16,13233
Dar al Gani 218;H5;157;Found;1996;27,1415;16,16483
Dar al Gani 219;H6;174;Found;1996;27,25733;16,38217
Dar al Gani 220;H5;719;Found;1996;27,37883;16,45383
Dar al Gani 221;H4-6;211;Found;1996;27,44317;16,32933
Dar al Gani 222;LL5-6;837;Found;1996;27,45333;16,31267
Dar al Gani 223;L6;890;Found;1996;27,495;16,259
Dar al Gani 224;H6;205;Found;1996;27,56417;16,15217
Dar al Gani 225;H3.9;324;Found;1996;27,5775;16,13633
Dar al Gani 226;CO3;90;Found;1997;27,086;16,03683
Dar al Gani 227;CO3;235;Found;1997;27,09017;16,032
Dar al Gani 228;CO3;738;Found;1997;27,13717;15,8445
Dar al Gani 229;CO3;125;Found;1997;27,1405;15,97483
Dar al Gani 230;CO3;438;Found;1997;27,15283;15,96267
Dar al Gani 231;CO3;932;Found;1997;27,1685;15,95833
Dar al Gani 232;H5;1338;Found;1997;27,16583;16,08617
Dar al Gani 233;L3.9-6;172;Found;1997;27,16533;16,21317
Dar al Gani 234;L6;244;Found;1997;27,17717;16,26683
Dar al Gani 235;H5/6;193;Found;1997;27,18567;16,31833
Dar al Gani 236;H6;189;Found;1997;27,194;16,36133
Dar al Gani 237;L6;437;Found;1997;27,09933;16,37983
Dar al Gani 238;H6;134;Found;1997;27,15217;16,05683
Dar al Gani 239;H6;335;Found;1997;27,18267;16,0905
Dar al Gani 240;H4;39;Found;1997;27,19483;16,06917
Dar al Gani 241;H-an;24;Found;1997;27,1975;16,062
Dar al Gani 242;H-an;69;Found;1997;27,2025;16,05267
Dar al Gani 243;L6;297;Found;1997;27,216;16,03233
Dar al Gani 244;H5;115;Found;1997;27,18617;16,11117
Dar al Gani 245;H6;224;Found;1997;27,188;16,12883
Dar al Gani 246;L6;61;Found;1997;27,1885;16,13083
Dar al Gani 247;LL6;107;Found;1997;27,2035;16,2
Dar al Gani 248;H6;1890;Found;1997;27,20667;16,2045
Dar al Gani 249;H6;62;Found;1997;27,21017;16,22083
Dar al Gani 250;CK4/5;57;Found;1997;27,21833;16,25417
Dar al Gani 251;L6;2412;Found;1997;27,11583;16,37683
Dar al Gani 252;LL6;206;Found;1997;27,1145;16,35517
Dar al Gani 253;L6;237;Found;1997;27,11483;16,34333
Dar al Gani 254;LL6;617;Found;1997;27,11267;16,31583
Dar al Gani 255;L5;374;Found;1997;27,11217;16,29633
Dar al Gani 256;LL5-6;7141;Found;1997;27,06117;16,17817
Dar al Gani 257;LL5-6;135;Found;1997;27,06967;16,1675
Dar al Gani 258;L6;76;Found;1997;27,10733;16,12633
Dar al Gani 259;H6;578;Found;1997;27,14533;16,08367
Dar al Gani 260;H6;116;Found;1997;27,14767;16,08083
Dar al Gani 261;H5/6;220;Found;1997;27,165;16,02083
Dar al Gani 262;Lunar (anorth);513;Found;1997;27,18367;16,30033
Dar al Gani 263;H4;151;Found;1997;27,1885;16,31483
Dar al Gani 264;L/LL3-6;68;Found;1997;27,20267;16,42083
Dar al Gani 265;LL6;119;Found;1997;27,10383;16,38867
Dar al Gani 266;LL6;178;Found;1997;27,10633;16,374
Dar al Gani 267;L5;791;Found;1997;27,11133;16,27967
Dar al Gani 268;H6;128;Found;1997;27,12317;16,223
Dar al Gani 269;H6;307;Found;1997;27,12833;16,20967
Dar al Gani 270;H5-6;175;Found;1997;27,18383;16,12883
Dar al Gani 271;L5;229;Found;1997;27,18383;16,12883
Dar al Gani 272;L6;607;Found;1997;27,18383;16,12883
Dar al Gani 273;H5;58;Found;1997;27,18383;16,12883
Dar al Gani 274;L6;657;Found;1997;27,25117;16,07333
Dar al Gani 275;CK4/5;492;Found;1997;27,36233;16,08967
Dar al Gani 276;Eucrite-pmict;98;Found;1997;27,3775;16,19317
Dar al Gani 277;L/LL3-5;125;Found;1997;27,3615;16,2145
Dar al Gani 278;L6;97;Found;1997;27,37817;16,31217
Dar al Gani 279;H5;120;Found;1997;27,37817;16,31217
Dar al Gani 280;L6;155;Found;1997;27,40867;16,3185
Dar al Gani 281;L6;80;Found;1997;27,4595;16,07667
Dar al Gani 282;L6;128;Found;1997;27,45967;16,07267
Dar al Gani 283;L5;145;Found;1997;27,4715;16,296
Dar al Gani 284;L4-6;299;Found;1997;27,53817;16,44233
Dar al Gani 285;L6;87;Found;1997;27,25383;16,30233
Dar al Gani 286;H5;367;Found;1997;27,26183;16,26133
Dar al Gani 287;L5;337;Found;1997;27,2855;16,176
Dar al Gani 288;LL3;110;Found;1997;27,32667;16,09567
Dar al Gani 289;CO3;98;Found;1997;27,0875;16,051
Dar al Gani 290;L5/6;730;Found;1997;27,08817;16,0575
Dar al Gani 291;CO3;55;Found;1997;27,08733;16,058
Dar al Gani 292;L5;78;Found;1997;27,09967;16,11783
Dar al Gani 293;L6;285;Found;1997;27,1025;16,134
Dar al Gani 294;LL4;1616;Found;1997;27,202;16,36733
Dar al Gani 295;H6;190;Found;1997;27,23;16,31217
Dar al Gani 296;H4;384;Found;1997;27,29133;16,21333
Dar al Gani 297;L6;255;Found;1997;27,325;16,165
Dar al Gani 298;LL4;2459;Found;1997;26,78917;16,70467
Dar al Gani 299;H4;177;Found;1997;26,77167;16,11133
Dar al Gani 300;H3-5;118;Found;1997;26,94467;16,17933
Dar al Gani 301;L6;217;Found;1997;26,9715;16,45133
Dar al Gani 302;H5;191;Found;1997;26,97;16,4625
Dar al Gani 303;CO3;365;Found;1997;27,135;16,2335
Dar al Gani 304;H6;128;Found;1997;27,1685;16,1845
Dar al Gani 305;LL5;339;Found;1997;27,28617;16,07467
Dar al Gani 306;H5/6;616;Found;1997;27,70467;16,18917
Dar al Gani 307;L6;370;Found;1997;27,52367;16,15117
Dar al Gani 308;H6;394;Found;1997;27,38467;16,12867
Dar al Gani 309;L6;132;Found;1997;27,51283;16,16267
Dar al Gani 310;H5/6;96;Found;1997;27,292;16,112
Dar al Gani 311;H6;707;Found;1997;27,1595;16,05283
Dar al Gani 312;H6;117;Found;1997;27,08867;16,14317
Dar al Gani 313;L/LL3;3294;Found;1997;26,80733;15,9015
Dar al Gani 314;L6;76;Found;1997;27,12117;16,331
Dar al Gani 315;H3-5;525;Found;1997;27,12217;16,312
Dar al Gani 316;L6;721;Found;1997;27,2435;16,081
Dar al Gani 317;L6;145;Found;1997;27,01333;16,1875
Dar al Gani 318;H3;4236;Found;1997;27,14317;15,873
Dar al Gani 319;Ureilite-pmict;740;Found;1997;27,028;16,35867
Dar al Gani 320;L6;189;Found;1997;27,03383;16,326
Dar al Gani 321;H5;213;Found;1997;27,09867;16,14133
Dar al Gani 322;H4;1126;Found;1997;27,09917;16,14033
Dar al Gani 323;L4;2711;Found;1997;28,3;15,7175
Dar al Gani 324;H6;433;Found;1997;28,1815;15,64783
Dar al Gani 325;H5;274;Found;1997;28,206;15,6355
Dar al Gani 326;L6;386;Found;1997;27,839;15,877
Dar al Gani 327;H3;50;Found;1997;27,84067;15,88567
Dar al Gani 328;L6;630;Found;1997;27,84267;15,8995
Dar al Gani 329;H5;234;Found;1997;27,129;16,2655
Dar al Gani 330;L5;353;Found;1997;27,10417;16,1175
Dar al Gani 331;CO3;194;Found;1997;27,1095;16,0745
Dar al Gani 332;CO3;280;Found;1997;27,10467;16,00867
Dar al Gani 333;H5-6;1050;Found;1997;27,13017;16,23183
Dar al Gani 334;L6;422;Found;1997;27,15517;16,2825
Dar al Gani 335;H5;147;Found;1997;27,2035;16,3115
Dar al Gani 336;H5/6;171;Found;1997;27,19367;16,20767
Dar al Gani 337;H6;142;Found;1997;27,182;16,15017
Dar al Gani 338;H6;131;Found;1997;27,179;16,11267
Dar al Gani 339;H5;110;Found;1997;27,1725;16,08133
Dar al Gani 340;Ureilite;591;Found;1997;27,15133;16,045
Dar al Gani 341;L6;357;Found;1997;27,08283;16,129
Dar al Gani 342;L5-6;166;Found;1997;27,10483;16,1195
Dar al Gani 343;H4;103;Found;1997;27,15467;16,079
Dar al Gani 344;H6;57;Found;1997;27,185;16,0995
Dar al Gani 345;L5;84;Found;1997;27,2165;16,15
Dar al Gani 346;H4;77;Found;1997;27,2915;16,21333
Dar al Gani 347;H6;47;Found;1997;27,20283;16,05767
Dar al Gani 348;H4;118;Found;1997;27,20217;16,05833
Dar al Gani 349;L5;83;Found;1997;27,22667;16,113
Dar al Gani 350;L6;112;Found;1997;27,22483;16,24383
Dar al Gani 351;H5;858;Found;1997;27,17867;16,259
Dar al Gani 352;L5;111;Found;1997;27,23867;16,12967
Dar al Gani 353;H3-5;210;Found;1997;27,5965;15,8705
Dar al Gani 354;H3;82;Found;1997;27,61717;15,96633
Dar al Gani 355;L6;360;Found;1997;27,67917;15,86533
Dar al Gani 356;L5/6;129;Found;1997;27,8195;15,8945
Dar al Gani 357;L6;478;Found;1997;27,86617;15,89733
Dar al Gani 358;L6;66;Found;1997;28,9055;15,82767
Dar al Gani 359;L6;42;Found;1997;27,92367;15,83217
Dar al Gani 360;L6;87;Found;1997;27,9275;15,83117
Dar al Gani 361;L6;307;Found;1997;27,86217;15,87967
Dar al Gani 362;L6;527;Found;1997;27,85883;15,8815
Dar al Gani 363;L6;639;Found;1997;27,84983;15,88583
Dar al Gani 364;L6;982;Found;1997;27,83933;15,89183
Dar al Gani 365;L6;198;Found;1997;27,841;15,86817
Dar al Gani 366;L6;233;Found;1997;27,8515;15,8715
Dar al Gani 367;L6;136;Found;1997;27,85967;15,88017
Dar al Gani 368;L6;263;Found;1997;27,86167;15,88317
Dar al Gani 369;H/L3.5;1001;Found;1997;27,94867;15,90133
Dar al Gani 370;H6;37;Found;1997;27,832;15,83767
Dar al Gani 371;H6;48;Found;1997;27,83533;15,8435
Dar al Gani 372;L6;414;Found;1997;27,876;15,91733
Dar al Gani 373;H5/6;173;Found;1997;27,91483;15,96183
Dar al Gani 374;L6;111;Found;1997;27,87333;15,9135
Dar al Gani 375;L6;188;Found;1997;27,88683;15,8715
Dar al Gani 376;L6;68;Found;1997;27,88717;15,86333
Dar al Gani 377;L6;65;Found;1997;27,8945;15,85933
Dar al Gani 378;H/L3;68;Found;1997;27,91617;15,83783
Dar al Gani 379;L6;875;Found;1997;27,87417;15,88717
Dar al Gani 380;Eucrite-mmict;661;Found;1997;27,44217;16,08217
Dar al Gani 381;L6;930;Found;1997;27,4345;16,12267
Dar al Gani 382;L6;247;Found;1997;27,42183;16,17817
Dar al Gani 383;L6;316;Found;1997;27,41117;16,2
Dar al Gani 384;H4;60;Found;1997;27,41217;16,20183
Dar al Gani 385;H3-4;447;Found;1997;27,4445;16,27433
Dar al Gani 386;H5/6;772;Found;1997;27,44317;16,1855
Dar al Gani 387;L5;189;Found;1997;27,33733;16,20133
Dar al Gani 388;H5/6;291;Found;1997;27,1425;16,0595
Dar al Gani 389;H5;61;Found;1997;27,46133;16,1955
Dar al Gani 390;H6;99;Found;1997;27,46483;16,18733
Dar al Gani 391;Eucrite-pmict;1605;Found;1997;27,35683;16,167
Dar al Gani 392;H5;718;Found;1997;27,42383;16,34
Dar al Gani 393;L6;195;Found;1997;27,4355;16,26633
Dar al Gani 394;H6;167;Found;1997;27,409;16,20417
Dar al Gani 395;H6;270;Found;1997;27,76483;16,08633
Dar al Gani 396;L6;388;Found;1998;27,8185;15,92733
Dar al Gani 397;L6;1008;Found;1998;27,81833;15,91533
Dar al Gani 398;H6;502;Found;1998;27,8365;15,8245
Dar al Gani 399;L5;11455;Found;1998;27,86667;15,94283
Dar al Gani 400;Lunar (anorth);1425;Found;1998;27,3695;16,19883
Dar al Gani 401;L6;405;Found;1998;27,84217;15,89667
Dar al Gani 402;L6;1861;Found;1998;27,814;15,9115
Dar al Gani 403;L6;665;Found;1998;27,76383;15,91083
Dar al Gani 404;L6;585;Found;1998;27,83767;15,91333
Dar al Gani 405;H3.5;193;Found;1998;27,93133;15,8675
Dar al Gani 406;Iron, IAB complex;5100;Found;1998;28,14033;15,82383
Dar al Gani 407;H6;157;Found;1998;27,40917;16,268
Dar al Gani 408;L4;69;Found;1998;27,42083;16,29333
Dar al Gani 409;L6;584;Found;1998;27,82383;15,8785
Dar al Gani 410;H5;605;Found;1998;27,3725;16,24017
Dar al Gani 411;Eucrite-pmict;400;Found;1998;27,37517;16,18417
Dar al Gani 412;CK5;946;Found;1998;27,347;16,08833
Dar al Gani 413;Iron, IIAB;156;Found;1998;27,48733;16,32517
Dar al Gani 414;L6;956;Found;1998;27,51617;16,28333
Dar al Gani 415;H5/6;103;Found;1998;27,3785;16,1855
Dar al Gani 416;H4;347;Found;1998;27,4665;15,914
Dar al Gani 417;R3-4;171;Found;1998;27,50233;15,9125
Dar al Gani 418;H5/6;65;Found;1998;27,59917;16,00233
Dar al Gani 419;H4;490;Found;1998;27,59467;15,9365
Dar al Gani 420;L6;150;Found;1998;27,86433;15,87333
Dar al Gani 421;L6;105;Found;1998;27,8745;15,87217
Dar al Gani 422;L6;702;Found;1998;27,86383;15,87017
Dar al Gani 423;L6;174;Found;1998;27,74017;15,93683
Dar al Gani 424;H5;144;Found;1998;27,479;16,03917
Dar al Gani 425;H4;115;Found;1998;27,45467;16,08733
Dar al Gani 426;H4/5;206;Found;1998;27,37933;16,45817
Dar al Gani 427;L6;942;Found;1998;27,35817;16,43233
Dar al Gani 428;L6;47;Found;1998;27,29367;16,41433
Dar al Gani 429;C3-ung;253;Found;1998;27,28133;16,41733
Dar al Gani 430;C3-ung;572;Found;1998;27,27933;16,41167
Dar al Gani 431;CK3-an;353;Found;1998;27,31283;16,232
Dar al Gani 432;H4;1555;Found;1998;27,4475;15,985
Dar al Gani 433;L6;255;Found;1998;27,32367;16,27683
Dar al Gani 434;LL6;181;Found;1998;27,24083;16,408
Dar al Gani 435;H4-6;192;Found;1998;27,22183;16,2455
Dar al Gani 436;H4;260;Found;1998;26,85483;15,97533
Dar al Gani 437;L6;239;Found;1998;26,69617;16,3275
Dar al Gani 438;H5/6;349;Found;1998;27,90017;15,90117
Dar al Gani 439;L6;867;Found;1998;27,829;15,928
Dar al Gani 440;L6;1561;Found;1998;27,48333;16,263
Dar al Gani 441;L6;90;Found;1998;27,48183;16,28733
Dar al Gani 442;H3.6;188;Found;1998;27,48083;16,31833
Dar al Gani 443;Eucrite-pmict;255;Found;1998;27,452;16,021
Dar al Gani 444;LL4-5;164;Found;1998;27,38833;16,15733
Dar al Gani 445;H4;53;Found;1998;27,39783;16,16317
Dar al Gani 446;L5/6;481;Found;1998;27,48017;16,27133
Dar al Gani 447;H4/5;526;Found;1998;27,46067;16,17083
Dar al Gani 448;L4/5;392;Found;1998;27,4335;16,0845
Dar al Gani 449;LL6;184;Found;1998;27,42683;16,05367
Dar al Gani 451;H4;75;Found;1998;27,5825;15,98333
Dar al Gani 452;H5;445;Found;1998;27,64617;15,91483
Dar al Gani 453;L6;1896;Found;1998;27,804;15,935
Dar al Gani 454;H3.9;161;Found;1998;27,7875;15,855
Dar al Gani 455;L6;2670;Found;1998;27,80517;15,92667
Dar al Gani 456;L6;838;Found;1998;27,79783;15,94167
Dar al Gani 457;L6;855;Found;1998;27,80733;15,93767
Dar al Gani 458;L6;364;Found;1998;27,81;15,933
Dar al Gani 459;L6;1082;Found;1998;27,81433;15,9145
Dar al Gani 460;L6;2310;Found;1998;27,80383;15,921
Dar al Gani 461;L6;1228;Found;1998;28,019;15,86333
